City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,la arena,-5.3466,-80.7109,28.81,58,58,6.58,PE,1707878645
361,nova sintra,14.8667,-24.7167,19.89,78,1,7.01,CV,1707878646
362,tallulah,32.4085,-91.1868,9.0,81,0,0.0,US,1707878646
363,khandyga,62.6667,135.6,-30.46,94,100,0.91,RU,1707878646
364,quetta,30.199,67.0097,7.42,50,0,0.35,PK,1707878642
365,noosa heads,-26.3833,153.15,29.5,74,49,2.88,AU,1707878646
366,kaman,27.65,77.2667,15.8,40,97,1.86,IN,1707878646
367,glenvale,-27.5648,151.9076,27.16,70,65,0.45,AU,1707878646
368,kas,36.2018,29.6377,11.41,83,100,3.01,TR,1707878646
369,guatrache,-37.6678,-63.5302,16.06,50,0,4.24,AR,1707878647
370,smithers,54.7804,-127.1743,-5.82,100,100,1.03,CA,1707878647
371,baie-comeau,49.2168,-68.1489,-11.18,62,0,1.54,CA,1707878647
372,mount pearl,47.5166,-52.7813,-1.14,87,100,2.06,CA,1707878647
373,novodvinsk,64.4165,40.8122,-32.9,100,7,1.24,RU,1707878381
374,manicore,-5.8092,-61.3003,24.04,98,99,0.84,BR,1707878647
375,kone,-21.0595,164.8658,30.02,67,76,2.94,NC,1707878481
376,tipasa,36.5897,2.4475,14.97,65,20,2.45,DZ,1707878648
377,tindouf,27.6711,-8.1474,19.25,24,0,3.6,DZ,1707878648
378,bosaso,11.2842,49.1816,24.41,76,20,2.98,SO,1707878648
379,canmore,51.0834,-115.3521,-7.29,79,93,2.06,CA,1707878648
380,barra de santo antonio,-9.4047,-35.5072,25.6,83,77,0.88,BR,1707878648
381,cabeza del buey,38.7223,-5.2195,10.69,93,100,1.41,ES,1707878648
382,verkhniy baskunchak,48.2256,46.7217,1.05,99,100,4.91,RU,1707878648
383,al bawiti,28.3492,28.8659,13.96,56,95,3.28,EG,1707878649
384,kyzyl,51.7,94.45,-21.66,91,100,0.89,RU,1707878649
385,harstad,68.799,16.5293,-1.34,63,95,4.94,NO,1707878357
386,verkhnevilyuysk,63.4453,120.3167,-33.54,95,88,2.4,RU,1707878649
387,friedland,51.4167,9.9333,6.35,75,100,4.47,DE,1707878649
388,bowen,-20.0167,148.2333,28.88,74,31,6.61,AU,1707878649
389,broken hill,-31.95,141.4333,25.31,26,0,6.37,AU,1707878649
390,klyuchi,52.2667,79.1667,-6.97,92,100,11.49,RU,1707878650
391,iguape,-24.7081,-47.5553,25.39,90,100,0.23,BR,1707878415
392,minab,27.1467,57.0801,18.5,83,0,1.44,IR,1707878650
393,parintins,-2.6283,-56.7358,23.9,98,100,1.48,BR,1707878650
394,bukittinggi,-0.3091,100.3706,24.72,72,62,1.73,ID,1707878650
395,luynes,47.3844,0.5547,12.36,89,100,3.6,FR,1707878650
396,harper,4.375,-7.7169,27.05,88,50,3.07,LR,1707878650
397,fengrun,39.8333,118.1167,9.11,37,79,5.39,CN,1707878651
398,naifaru,5.4444,73.3657,28.09,76,74,6.53,MV,1707878651
399,alice springs,-23.7,133.8833,37.9,20,0,7.2,AU,1707878651
400,port lincoln,-34.7333,135.8667,18.74,48,3,5.56,AU,1707878651
401,fortaleza,-3.7227,-38.5247,28.07,83,40,2.06,BR,1707878651
402,edd,13.9297,41.6925,26.86,67,25,8.12,ER,1707878652
403,kourou,5.1552,-52.6478,27.03,84,89,4.49,GF,1707878652
404,camacupa,-12.0167,17.4833,16.95,94,76,0.44,AO,1707878652
405,nirmal,19.1,78.35,23.73,60,72,1.48,IN,1707878652
406,yung shue wan,22.2333,114.1167,22.68,75,90,0.89,HK,1707878652
407,tala,30.6803,30.9429,10.13,85,42,3.13,EG,1707878652
408,palikir - national government center,6.9248,158.1611,29.41,66,100,5.14,FM,1707878652
409,ponta delgada,37.7333,-25.6667,15.4,88,75,3.09,PT,1707878652
410,belyy yar,53.6039,91.3903,-9.06,62,0,4.0,RU,1707878583
411,horta,38.5333,-28.6333,15.01,78,12,4.92,PT,1707878653
412,mahajanga,-15.7167,46.3167,25.4,89,94,1.94,MG,1707878653
413,vorgashor,67.5833,63.95,-29.52,98,6,3.22,RU,1707878653
414,bonthe,7.5264,-12.505,26.3,89,27,1.91,SL,1707878653
415,acapulco de juarez,16.8634,-99.8901,26.9,74,40,2.06,MX,1707878476
416,paracuru,-3.41,-39.0306,26.73,89,93,2.23,BR,1707878492
417,cidreira,-30.1811,-50.2056,21.65,74,100,4.58,BR,1707878653
418,nova vicosa,-17.8919,-39.3719,25.06,89,78,2.32,BR,1707878653
419,zvenigorod,55.7333,36.8475,-10.82,92,100,4.48,RU,1707878654
420,inongo,-1.95,18.2667,23.71,87,97,2.33,CD,1707878654
421,mogadishu,2.0371,45.3438,25.6,90,15,5.56,SO,1707878654
422,altamira,-3.2033,-52.2064,22.22,99,100,0.85,BR,1707878654
423,the bottom,17.6259,-63.2492,24.31,80,2,6.2,BQ,1707878654
424,lashio,22.9333,97.75,20.29,34,54,0.63,MM,1707878654
425,kuqa,41.7278,82.9364,0.24,50,3,0.1,CN,1707878654
426,whakatane,-37.9585,176.9854,27.16,73,8,2.68,NZ,1707878654
427,coihueco,-36.6167,-71.8333,18.41,59,97,1.03,CL,1707878516
428,farah,32.5,62.5,9.7,19,0,1.26,AF,1707878655
429,mount gambier,-37.8333,140.7667,19.79,33,10,4.54,AU,1707878655
430,freetown,8.484,-13.2299,25.35,81,66,0.71,SL,1707878655
431,papao,-17.75,-149.55,27.82,74,100,15.91,PF,1707878655
432,churapcha,62.0025,132.4325,-28.01,91,100,2.16,RU,1707878655
433,nirasaki,35.7,138.45,16.32,25,1,0.51,JP,1707878655
434,carutapera,-1.195,-46.02,24.48,94,100,1.74,BR,1707878655
435,port sudan,19.6175,37.2164,22.82,78,0,2.19,SD,1707878656
436,lewiston orchards,46.3804,-116.9754,5.48,69,75,3.6,US,1707878656
437,las khorey,11.1595,48.1967,25.53,77,54,3.19,SO,1707878656
438,port victoria,0.0939,33.9756,21.87,77,46,1.75,KE,1707878656
439,sarmiento,-45.5882,-69.07,22.79,26,9,3.04,AR,1707878656
440,kuanda,56.3161,116.0806,-19.36,88,98,1.25,RU,1707878656
441,deschutes river woods,43.9915,-121.3584,2.33,66,0,1.54,US,1707878657
442,mata-utu,-13.2816,-176.1745,28.38,81,58,6.8,WF,1707878657
443,bridgewater,44.3835,-64.5155,-4.1,95,100,8.23,CA,1707878609
444,pekalongan,-6.8886,109.6753,28.86,78,96,1.34,ID,1707878657
445,det udom,14.906,105.0784,24.9,40,3,1.91,TH,1707878657
446,dila,6.4167,38.3167,19.1,66,100,1.38,ET,1707878657
447,sayan,-11.1361,-77.1933,23.66,82,97,0.85,PE,1707878657
448,fallon,39.4735,-118.7774,6.07,72,100,2.57,US,1707878657
449,kurumkan,54.3,110.3,-21.6,91,46,2.24,RU,1707878658
450,zyryanskoye,56.8306,86.6258,-10.11,85,100,6.32,RU,1707878658
451,jieshi,22.8134,115.8257,20.56,73,15,4.45,CN,1707878658
452,aripuana,-9.1667,-60.6333,23.36,98,100,0.87,BR,1707878658
453,ulaangom,49.9811,92.0667,-20.49,86,74,1.1,MN,1707878658
454,vadso,70.0744,29.7487,-11.91,72,20,12.86,NO,1707878658
455,bamboo flat,11.7,92.7167,29.05,74,20,5.66,IN,1707878659
456,tamanrasset,22.785,5.5228,13.95,24,0,2.06,DZ,1707878659
457,petawawa,45.9001,-77.3328,-9.56,70,82,2.24,CA,1707878659
458,chu,43.5983,73.7614,1.01,94,100,2.98,KZ,1707878659
459,shirvan,39.9509,48.8994,11.01,48,100,2.65,AZ,1707878659
460,north platte,41.1239,-100.7654,6.32,53,0,1.54,US,1707878659
461,belgrade,44.804,20.4651,4.83,88,0,4.12,RS,1707878069
462,dedougou,12.4667,-3.4667,24.12,10,13,2.89,BF,1707878659
463,punta de bombon,-17.1717,-71.7931,23.42,80,100,1.66,PE,1707878660
464,esqueda,30.7167,-109.5833,10.64,28,0,3.17,MX,1707878540
465,belev,53.8119,36.1319,-5.36,95,100,5.68,RU,1707878660
466,ocean city,39.2776,-74.5746,5.01,74,8,2.68,US,1707878552
467,badger,64.8,-147.5333,6.14,64,75,4.12,US,1707878660
468,tumut,-35.3,148.2167,25.61,32,0,3.66,AU,1707878660
469,ajdabiya,30.7554,20.2263,13.13,86,96,2.66,LY,1707878660
470,ylitornio,66.3089,23.6773,-15.69,89,98,4.05,FI,1707878660
471,betio village,1.358,172.9211,30.02,80,100,6.92,KI,1707878660
472,eydhafushi,5.1033,73.0708,27.99,77,42,6.27,MV,1707878661
473,qaqortoq,60.7167,-46.0333,-0.82,97,100,3.12,GL,1707878661
474,rethymno,35.3647,24.4714,10.79,77,44,2.59,GR,1707878661
475,yuzhno-kurilsk,44.0306,145.8556,1.88,84,47,6.16,RU,1707878661
476,kertih,4.5141,103.4483,28.01,83,40,2.24,MY,1707878661
477,kenai,60.5544,-151.2583,6.05,56,0,5.66,US,1707878433
478,alness,57.696,-4.2551,3.56,91,88,2.28,GB,1707878661
479,loikaw,19.6742,97.2094,25.82,24,4,0.66,MM,1707878662
480,tottori,35.5,134.2333,19.04,42,75,4.12,JP,1707878662
481,standerton,-26.9337,29.2415,15.34,91,0,0.86,ZA,1707878662
482,zouerate,22.7187,-12.4521,23.85,24,42,1.72,MR,1707878662
483,franeker,53.1855,5.5412,9.43,99,100,6.17,NL,1707878662
484,santo angelo,-28.2992,-54.2631,18.52,90,100,6.42,BR,1707878663
485,chacabuco,-34.6417,-60.4739,15.46,67,2,3.21,AR,1707878663
486,westport,41.1415,-73.3579,2.99,78,0,4.12,US,1707878663
487,constantia,44.1833,28.65,6.5,82,100,5.48,RO,1707878663
488,al ghayzah,16.2079,52.176,23.43,78,80,2.96,YE,1707878663
489,alem paraiba,-21.8878,-42.7044,23.73,92,100,1.18,BR,1707878663
490,weining,26.85,104.2333,13.39,24,29,2.94,CN,1707878663
491,nadym,65.5333,72.5167,-34.9,91,6,4.75,RU,1707878663
492,grand falls-windsor,48.9332,-55.6649,-9.97,98,97,0.42,CA,1707878664
493,buenos aires,-34.6132,-58.3772,20.53,60,75,3.09,AR,1707878475
494,kapuskasing,49.4169,-82.4331,-13.95,78,100,2.57,CA,1707878642
495,newcastle west,52.4492,-9.0611,11.92,96,87,2.77,IE,1707878664
496,slave lake,55.2834,-114.769,-3.01,59,75,5.14,CA,1707878664
497,severnoye,56.3491,78.3619,-7.33,94,100,6.53,RU,1707878664
498,lebu,-37.6167,-73.65,13.41,91,8,3.96,CL,1707878664
499,madalena,41.2162,-8.3345,16.42,98,100,1.09,PT,1707878664
500,umluj,25.0213,37.2685,21.33,75,0,5.57,SA,1707878664
501,gurmatkal,16.8667,77.4,21.53,63,98,4.34,IN,1707878665
502,victoria,22.2855,114.1577,23.03,78,77,3.58,HK,1707878558
503,ancud,-41.8697,-73.8203,12.51,79,0,1.24,CL,1707878665
504,camana,-16.6228,-72.7111,23.67,86,96,2.96,PE,1707878665
505,weno,7.4515,151.8468,29.97,66,40,6.17,FM,1707878587
506,boende,-0.2167,20.8667,24.27,86,100,1.45,CD,1707878665
507,sao vicente,-23.9631,-46.3919,26.1,88,100,3.63,BR,1707878665
508,hasaki,35.7333,140.8333,13.22,32,0,1.44,JP,1707878665
509,surovikino,48.6078,42.8486,1.13,100,100,3.41,RU,1707878665
510,torbat-e heydariyeh,35.274,59.2195,6.74,34,21,0.73,IR,1707878666
511,keflavik,64.0049,-22.5624,-3.76,93,0,2.57,IS,1707878666
512,kurchatov,51.6601,35.6521,4.12,99,100,4.44,RU,1707878666
513,ad dawadimi,24.5077,44.3924,14.64,50,9,7.69,SA,1707878666
514,buala,-8.145,159.5921,30.45,63,31,2.9,SB,1707878666
515,abepura,-2.6333,140.5833,30.45,66,20,2.06,ID,1707878666
516,'alaqahdari dishu,30.4374,63.313,12.99,17,0,1.36,AF,1707878666
517,nafada,11.0956,11.3327,22.19,13,42,3.15,NG,1707878666
518,severo-yeniseyskiy,60.3725,93.0408,-26.9,99,100,1.79,RU,1707878666
519,carbonear,47.7332,-53.2148,-0.42,90,100,1.87,CA,1707878667
520,bhitarwar,25.8,78.1167,18.59,49,100,1.89,IN,1707878667
521,oranjemund,-28.55,16.4333,16.73,95,85,4.6,NA,1707878667
522,hua hin,12.5707,99.9588,28.01,51,20,1.54,TH,1707878667
523,lijiang,26.8688,100.2207,9.94,43,5,2.27,CN,1707878667
524,burutu,5.3509,5.5076,27.0,91,35,2.49,NG,1707878667
525,kalifornsky,60.4183,-151.29,6.19,52,0,5.66,US,1707878667
526,saudarkrokur,65.7461,-19.6394,-7.95,91,80,5.26,IS,1707878667
527,kyshtovka,56.555,76.6271,-8.7,94,100,5.81,RU,1707878668
528,safford,32.834,-109.7076,14.51,41,0,0.45,US,1707878668
529,buta,2.7858,24.73,25.48,60,94,1.06,CD,1707878668
530,karwar,14.8,74.1333,24.9,46,99,2.02,IN,1707878668
531,durban,-29.8579,31.0292,19.51,86,1,4.14,ZA,1707878668
532,rochester,43.1548,-77.6156,-0.66,74,100,7.72,US,1707878500
533,broome,42.2506,-75.833,0.21,82,75,5.14,US,1707878669
534,nogliki,51.8333,143.1667,-13.14,83,100,6.26,RU,1707878669
535,marat,25.0701,45.4615,15.61,55,68,4.73,SA,1707878669
536,kerema,-7.9631,145.7785,30.44,68,97,4.05,PG,1707878669
537,sainte-anne-des-monts,49.124,-66.4924,-5.07,68,100,5.66,CA,1707878669
538,kuhmo,64.1333,29.5167,-17.23,88,30,4.95,FI,1707878670
539,namdrik,5.5994,168.1028,27.81,75,100,7.51,MH,1707878670
540,morant bay,17.8815,-76.4093,27.79,87,53,3.54,JM,1707878670
541,lorengau,-2.0226,147.2712,29.0,75,97,4.3,PG,1707878670
542,lintong,34.378,109.2089,11.38,41,98,4.16,CN,1707878670
543,tukrah,32.5341,20.5791,13.63,68,9,6.61,LY,1707878670
544,eureka,40.8021,-124.1637,12.18,91,100,1.8,US,1707878588
545,hengchun,22.0042,120.7439,23.69,60,2,5.82,TW,1707878671
546,saijo,33.9167,133.1833,14.96,63,100,1.37,JP,1707878671
547,sake,-1.5736,29.045,17.98,93,98,0.49,CD,1707878671
548,daru,-9.0763,143.2092,30.81,69,55,4.08,PG,1707878671
549,arteche,12.2645,125.4048,27.31,77,33,4.54,PH,1707878671
550,rongelap,11.1635,166.8941,26.39,70,100,7.88,MH,1707878671
551,terrace,54.5163,-128.6035,-0.05,74,20,7.72,CA,1707878671
552,mar del plata,-38.0023,-57.5575,17.19,78,0,1.54,AR,1707878671
553,inarajan village,13.2736,144.7484,29.54,74,32,8.9,GU,1707878672
554,machico,32.7,-16.7667,20.56,84,20,3.09,PT,1707878537
555,inhambane,-23.865,35.3833,24.36,81,70,2.66,MZ,1707878672
556,mao,39.8885,4.2658,10.31,100,20,2.06,ES,1707878672
557,sievi,63.9,24.5,-11.02,93,100,5.61,FI,1707878672
558,okhotsk,59.3833,143.3,-22.97,85,26,2.82,RU,1707878672
559,parma,44.8027,10.329,11.04,79,98,0.6,IT,1707878672
560,sassandra,4.95,-6.0833,26.48,94,14,2.29,CI,1707878673
561,weihai,37.5017,122.1136,8.9,69,4,3.97,CN,1707878673
562,ribeira brava,32.65,-17.0667,20.56,84,49,0.84,PT,1707878673
563,awjilah,29.1081,21.2869,11.16,93,45,4.16,LY,1707878673
564,ketchikan,55.3422,-131.6461,5.99,70,0,4.12,US,1707878673
565,korsakov,46.6328,142.7813,1.91,81,71,6.87,RU,1707878673
566,chipinge,-20.1883,32.6236,14.98,70,0,1.02,ZW,1707878673
567,figuig (centre),32.1089,-1.2286,15.26,30,100,1.48,MA,1707878673
568,redding,40.5865,-122.3917,11.87,77,0,0.0,US,1707878401
569,bodaybo,57.8506,114.1933,-16.7,83,100,4.59,RU,1707878673
570,celestun,20.8667,-90.4,20.59,73,0,5.74,MX,1707878674
571,las tablas,7.7667,-80.2833,25.1,99,64,8.1,PA,1707878674
572,tangalle,6.024,80.7911,27.09,74,87,5.85,LK,1707878674
573,salavan,15.7167,106.4167,30.96,37,2,0.54,LA,1707878674
574,tyumen,57.1522,65.5272,-21.48,69,75,8.05,RU,1707878674
575,minot,48.2325,-101.2963,-2.88,68,0,5.66,US,1707878572
576,kavieng,-2.5744,150.7967,29.29,73,64,4.86,PG,1707878674
577,tual,-5.6667,132.75,28.48,77,91,7.08,ID,1707878674
578,gulf shores,30.246,-87.7008,13.33,72,0,0.0,US,1707878675
579,ushtobe,45.2514,77.9838,-1.91,86,100,1.31,KZ,1707878675
580,kismayo,-0.3582,42.5454,26.01,84,32,7.02,SO,1707878675
581,kindu,-2.95,25.95,21.48,99,100,0.85,CD,1707878675
582,sabang,5.8933,95.3214,27.78,79,26,10.28,ID,1707878675
583,bremen,53.0752,8.8078,6.68,95,100,4.12,DE,1707878675
584,fandriana,-20.2333,47.3833,17.37,99,100,1.34,MG,1707878675
585,batouri,4.4333,14.3667,23.18,29,100,1.39,CM,1707878675
586,zell am see,47.3256,12.7944,0.1,1,99,2.17,AT,1707878676
587,biryusinsk,55.9634,97.8235,-12.99,86,100,2.3,RU,1707878676
588,altai,46.3722,96.2583,-16.7,57,0,1.16,MN,1707878676
589,kalyazin,57.2403,37.8433,-21.22,97,20,3.51,RU,1707878676
